filename V #1 #2 #3 #4 #5 #6 #7 #8 #9 #10
gr125_01_simulated.txt 2.0 0 0 0 0 0 0 0 0 0 0 
gr125_01_simulated.txt 5.0 0 0 0 0 0 0 0 0 0 0 
gr125_01_simulated.txt 7.0 0 0 0 0 0 0 0 0 0 0 
gr125_01_simulated.txt 10.0 0 0 0 0 0 0 0 0 0 0 
gr125_01_simulated.txt 15.0 0 0 0 0 0 0 0 0 0 0 
gr125_01_simulated.txt 20.0 0 0 0 0 0 0 0 0 0 0 
gr125_02_simulated.txt 2.0 0 0 0 0 0 0 0 0 0 0 
gr125_02_simulated.txt 5.0 0 0 0 0 0 0 0 0 0 0 
gr125_02_simulated.txt 7.0 0 0 0 0 0 0 0 0 0 0 
gr125_02_simulated.txt 10.0 0 0 0 0 0 0 0 0 0 0 
gr125_02_simulated.txt 15.0 0 0 0 0 0 0 0 0 0 0 
gr125_02_simulated.txt 20.0 0 0 0 0 0 0 0 0 0 0 
gr125_03_simulated.txt 2.0 7 7 7 7 7 7 7 7 7 7 
gr125_03_simulated.txt 5.0 7 7 7 7 7 7 7 7 7 7 
gr125_03_simulated.txt 7.0 6 6 6 6 6 6 6 6 6 6 
gr125_03_simulated.txt 10.0 6 6 6 6 6 6 6 6 6 6 
gr125_03_simulated.txt 15.0 6 6 6 6 6 6 6 6 6 6 
gr125_03_simulated.txt 20.0 6 6 6 6 6 6 6 6 6 6 
gr125_04_simulated.txt 2.0 1 1 1 1 1 1 1 1 1 1 
gr125_04_simulated.txt 5.0 1 1 1 1 1 1 1 1 1 1 
gr125_04_simulated.txt 7.0 1 1 1 1 1 1 1 1 1 1 
gr125_04_simulated.txt 10.0 1 1 1 1 1 1 1 1 1 1 
gr125_04_simulated.txt 15.0 1 1 1 1 1 1 1 1 1 1 
gr125_04_simulated.txt 20.0 2 2 2 2 2 2 2 2 2 2 
gr125_05_simulated.txt 2.0 2 2 2 2 2 2 2 2 2 2 
gr125_05_simulated.txt 5.0 1 1 1 1 1 1 1 1 1 1 
gr125_05_simulated.txt 7.0 1 1 1 1 1 1 1 1 1 1 
gr125_05_simulated.txt 10.0 0 0 0 0 0 0 0 0 0 0 
gr125_05_simulated.txt 15.0 1 1 1 1 1 1 1 1 1 1 
gr125_05_simulated.txt 20.0 1 1 1 1 1 1 1 1 1 1 
gr125_06_simulated.txt 2.0 9 9 9 9 9 9 9 9 9 9 
gr125_06_simulated.txt 5.0 11 11 11 11 11 11 11 11 11 11 
gr125_06_simulated.txt 7.0 8 8 8 8 8 8 8 8 8 8 
gr125_06_simulated.txt 10.0 7 7 7 7 7 7 7 7 7 7 
gr125_06_simulated.txt 15.0 8 8 8 8 8 8 8 8 8 8 
gr125_06_simulated.txt 20.0 6 6 6 6 6 6 6 6 6 6 
gr125_07_simulated.txt 2.0 1 1 1 1 1 1 1 1 1 1 
gr125_07_simulated.txt 5.0 1 1 1 1 1 1 1 1 1 1 
gr125_07_simulated.txt 7.0 1 1 1 1 1 1 1 1 1 1 
gr125_07_simulated.txt 10.0 1 1 1 1 1 1 1 1 1 1 
gr125_07_simulated.txt 15.0 1 1 1 1 1 1 1 1 1 1 
gr125_07_simulated.txt 20.0 1 1 1 1 1 1 1 1 1 1 
gr125_08_simulated.txt 2.0 1 1 1 1 1 1 1 1 1 1 
gr125_08_simulated.txt 5.0 0 0 0 0 0 0 0 0 0 0 
gr125_08_simulated.txt 7.0 1 1 1 1 1 1 1 1 1 1 
gr125_08_simulated.txt 10.0 1 1 1 1 1 1 1 1 1 1 
gr125_08_simulated.txt 15.0 0 0 0 0 0 0 0 0 0 0 
gr125_08_simulated.txt 20.0 0 0 0 0 0 0 0 0 0 0 
gr125_09_simulated.txt 2.0 0 0 0 0 0 0 0 0 0 0 
gr125_09_simulated.txt 5.0 0 0 0 0 0 0 0 0 0 0 
gr125_09_simulated.txt 7.0 0 0 0 0 0 0 0 0 0 0 
gr125_09_simulated.txt 10.0 0 0 0 0 0 0 0 0 0 0 
